movie_id,title,genres,imdbId,poster_path,tmdbId,movie_descriptions,cast
12,Dracula: Dead and Loving It (1995),"['Comedy', 'Horror']",112896,/4rRfZz8YnHNRr16t3CFcJrPdXHi.jpg,12110,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.","['Leslie Nielsen', 'Mel Brooks', 'Amy Yasbeck', 'Peter MacNicol', 'Lysette Anthony', 'Harvey Korman']"
13,Balto (1995),"['Animation', ""Children's""]",112453,/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg,21032,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","['Kevin Bacon', 'Bob Hoskins', 'Bridget Fonda', 'Jim Cummings', 'Phil Collins', 'Juliette Brewer']"
14,Nixon (1995),['Drama'],113987,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,10858,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,"['Anthony Hopkins', 'Joan Allen', 'Powers Boothe', 'Ed Harris', 'Bob Hoskins', 'E.G. Marshall']"
15,Cutthroat Island (1995),"['Action', 'Adventure', 'Romance']",112760,/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,1408,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.","['Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide', 'Stan Shaw']"
16,Casino (1995),"['Drama', 'Thriller']",112641,/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,524,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King']"
17,Sense and Sensibility (1995),"['Drama', 'Romance']",114388,/9YdQ73YmvInxpXZVNjEKePw9tRO.jpg,4584,"The Dashwood sisters, sensible Elinor and passionate Marianne, learn that their prospects of marriage seem doomed by their family's sudden loss of fortune. After Henry Dashwood dies unexpectedly, his estate must pass on by law to his son. These circumstances leave Mr. Dashwood's wife and daughters without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.","['Emma Thompson', 'Kate Winslet', 'Alan Rickman', 'Hugh Grant', 'Gemma Jones', 'Greg Wise']"
18,Four Rooms (1995),['Thriller'],113101,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,5,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"['Tim Roth', 'Jennifer Beals', 'David Proval', 'Ione Skye', 'Madonna', 'Antonio Banderas']"
19,Ace Ventura: When Nature Calls (1995),['Comedy'],112281,/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,9273,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.","['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi', 'Bob Gunton', 'Sophie Okonedo']"
20,Money Train (1995),['Action'],113845,/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,11517,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.","['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez', 'Robert Blake', 'Chris Cooper', 'Joe Grifasi']"
21,Get Shorty (1995),"['Action', 'Comedy', 'Drama']",113161,/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,8012,"Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","['John Travolta', 'Gene Hackman', 'Rene Russo', 'Danny DeVito', 'Dennis Farina', 'Delroy Lindo']"
22,Copycat (1995),"['Crime', 'Drama', 'Thriller']",112722,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,1710,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'William McNamara', 'Harry Connick Jr.', 'J.E. Freeman']"
23,Assassins (1995),['Thriller'],112401,/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,9691,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov', 'Muse Watson', 'Steve Kahan']"
24,Powder (1995),"['Drama', 'Sci-Fi']",114168,/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,12665,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.","['Mary Steenburgen', 'Sean Patrick Flanery', 'Lance Henriksen', 'Jeff Goldblum', 'Brandon Smith', 'Bradford Tatum']"
25,Leaving Las Vegas (1995),"['Drama', 'Romance']",113627,/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,451,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber', 'Kim Adams']"
26,Othello (1995),['Drama'],114057,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,16420,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,"['Laurence Fishburne', 'Irène Jacob', 'Kenneth Branagh', 'Nathaniel Parker', 'Michael Maloney', 'Anna Patrick']"
27,Now and Then (1995),['Drama'],114011,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,9263,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.","['Christina Ricci', ""Rosie O'Donnell"", 'Thora Birch', 'Melanie Griffith', 'Gaby Hoffmann', 'Demi Moore']"
28,Persuasion (1995),['Romance'],114117,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,17015,"In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts.","['Amanda Root', 'Ciarán Hinds', 'Susan Fleetwood', 'Corin Redgrave', 'Fiona Shaw', 'John Woodvine']"
29,"City of Lost Children, The (1995)","['Adventure', 'Sci-Fi']",112682,/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,902,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.","['Ron Perlman', 'Dominique Pinon', 'Judith Vittet', 'Daniel Emilfork', 'Jean-Claude Dreyfus', 'Geneviève Brunet']"
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),['Drama'],115012,/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,37557,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.","['Gong Li', 'Li Baotian', 'Sun Chun', 'Li Xuejian', 'Liu Jiang', 'Fu Biao']"
31,Dangerous Minds (1995),['Drama'],112792,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,9909,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.","['Michelle Pfeiffer', 'George Dzundza', 'Courtney B. Vance', 'Robin Bartlett', 'Beatrice Winde', 'John Neville']"
32,Twelve Monkeys (1995),"['Drama', 'Sci-Fi']",114746,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,63,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.","['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer', 'David Morse', 'Jon Seda']"
33,Wings of Courage (1995),"['Adventure', 'Romance']",114952,/zoxqNb6v55C35DDqNn03Grzhzgr.jpg,78802,"In 1930 South America, a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight, he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.","['Craig Sheffer', 'Elizabeth McGovern', 'Tom Hulce', 'Ken Pogue', 'Ron Sauvé', 'Val Kilmer']"
34,Babe (1995),"[""Children's"", 'Comedy', 'Drama']",112431,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,9598,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.","['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn', 'James Cromwell']"
35,Carrington (1995),"['Drama', 'Romance']",112637,/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg,47018,"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.","['Emma Thompson', 'Jonathan Pryce', 'Steven Waddington', 'Samuel West', 'Rufus Sewell', 'Penelope Wilton']"
36,Dead Man Walking (1995),['Drama'],112818,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,687,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,"['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey', 'Celia Weston']"
38,It Takes Two (1995),['Comedy'],113442,/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,33689,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.","['Kirstie Alley', 'Steve Guttenberg', 'Ashley Olsen', 'Mary-Kate Olsen', 'Jane Sibbett', 'Philip Bosco']"
39,Clueless (1995),"['Comedy', 'Romance']",112697,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,9603,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.","['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison', 'Elisa Donovan']"
40,"Cry, the Beloved Country (1995)",['Drama'],112749,/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,34615,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,"['Richard Harris', 'James Earl Jones', 'Charles S. Dutton', 'Vusi Kunene', 'Tsholofelo Wechoemang', 'Dolly Rathebe']"
41,Richard III (1995),"['Drama', 'War']",114279,/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg,31174,"Having helped his brother King Edward IV take the throne of England, the jealous hunchback Richard, Duke of Gloucester, plots to seize power for himself. Masterfully deceiving and plotting against nearly everyone in the royal court, including his eventual wife, Lady Anne, and his brother George, Duke of Clarence, Richard orchestrates a bloody rise to power before finding all his gains jeopardized by those he betrayed.","['Ian McKellen', 'Annette Bening', 'Jim Broadbent', 'Robert Downey Jr.', 'Kristin Scott Thomas', 'Adrian Dunbar']"
42,Dead Presidents (1995),"['Action', 'Crime', 'Drama']",112819,/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,11443,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,"['Larenz Tate', 'Keith David', 'Chris Tucker', 'Freddy Rodríguez', 'Rose Jackson', ""N'Bushe Wright""]"
43,Restoration (1995),['Drama'],114272,/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,35196,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.","['Robert Downey Jr.', 'Meg Ryan', 'Sam Neill', 'David Thewlis', 'Hugh Grant', 'Polly Walker']"
44,Mortal Kombat (1995),"['Action', 'Adventure']",113855,/9YhpvhhvLrtL1wlwEfpVL16GI9d.jpg,9312,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.","['Robin Shou', 'Cary-Hiroyuki Tagawa', 'Linden Ashby', 'Bridgette Wilson', 'Christopher Lambert', 'Talisa Soto']"
45,To Die For (1995),"['Comedy', 'Drama']",114681,/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,577,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.","['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas', 'Alison Folland']"
46,How to Make an American Quilt (1995),"['Drama', 'Romance']",113347,/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,11861,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.","['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn', 'Kate Nelligan', 'Jean Simmons', 'Maya Angelou']"
47,Seven (Se7en) (1995),"['Crime', 'Thriller']",114369,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,807,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini', 'Peter Crombie', 'Reg E. Cathey']"
48,Pocahontas (1995),"['Animation', ""Children's"", 'Musical', 'Romance']",114148,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,10530,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Christian Bale', 'Judy Kuhn']"
49,When Night Is Falling (1995),"['Drama', 'Romance']",114916,/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,8391,"Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.","['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny', 'David Fox', 'Don McKellar', 'Tracy Wright']"
50,"Usual Suspects, The (1995)","['Crime', 'Thriller']",114814,/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,629,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","['Stephen Baldwin', 'Gabriel Byrne', 'Benicio del Toro', 'Kevin Pollak', 'Kevin Spacey', 'Chazz Palminteri']"
51,Guardian Angel (1994),"['Action', 'Drama', 'Thriller']",109950,/AoRBM85EbRY9U0jtgy88DtV99Jl.jpg,117164,"Detective-turned-bodyguard Cynthia McKay is hired by a psychotic, icy seductress, Nina Lindell, the same woman who killed McKay's lover months earlier.  With vendetta in her heart, McKay accompanies a flamboyantly playful womanizer through the glamorous world of the super-rich, as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.","['Cynthia Rothrock', 'Marshall R. Teague', 'Daniel McVicar', 'Lydie Denier', ""John O'Leary"", 'Art Camacho']"
52,Mighty Aphrodite (1995),['Comedy'],113819,/ice135yQZp4iX2SgCmd90nKgS5j.jpg,11448,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","['Woody Allen', 'Mira Sorvino', 'Helena Bonham Carter', 'F. Murray Abraham', 'Donald Symington', 'Claire Bloom']"
53,Lamerica (1994),['Drama'],110299,/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,49133,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.","['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani', 'Carmelo Di Mazzarelli', 'Elida Janushi', 'Sefer Pema']"
54,"Big Green, The (1995)","[""Children's"", 'Comedy']",112499,/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,26441,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.","[""Olivia D'Abo"", 'Steve Guttenberg', 'Chauncey Leopardi', 'Patrick Renna', 'Billy L. Sullivan', 'Bug Hall']"
55,Georgia (1995),['Drama'],113158,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,97406,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.","['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine', 'Max Perlich', 'John Doe', 'John C. Reilly']"
56,Kids of the Round Table (1995),"['Adventure', ""Children's"", 'Fantasy']",113541,/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg,124057,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.","['Johnny Morina', 'Malcolm McDowell', 'Maggie Castle', 'James Rae', 'Michael Ironside', 'Justin Borntraeger']"
57,Home for the Holidays (1995),['Drama'],113321,/3zqlKdOttWyExzopVxglz50Vjxq.jpg,9089,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.","['Holly Hunter', 'Robert Downey Jr.', 'Anne Bancroft', 'Charles Durning', 'Dylan McDermott', 'Geraldine Chaplin']"
58,"Postino, Il (The Postman) (1994)","['Drama', 'Romance']",110877,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,11010,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,"['Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta', 'Renato Scarpa', 'Linda Moretti', 'Mariano Rigillo']"
59,"Confessional, The (Le Confessionnal) (1995)","['Drama', 'Mystery']",112714,/9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg,99040,"Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.","['Lothaire Bluteau', 'Patrick Goyette', 'Jean-Louis Millette', 'Kristin Scott Thomas', 'Ron Burrage', 'Richard Fréchette']"
60,"Indian in the Cupboard, The (1995)","['Adventure', ""Children's"", 'Fantasy']",113419,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,11359,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat', 'Steve Coogan']"
61,Eye for an Eye (1996),"['Drama', 'Thriller']",116260,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,17182,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.","['Sally Field', 'Kiefer Sutherland', 'Ed Harris', ""Beverly D'Angelo"", 'Charlayne Woodard', 'Joe Mantegna']"
